"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","created_at","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","updated"
"97275343","Rita","anna_kareninna","4","7","555","0","0","Wed Dec 16 19:44:36 +0000 2009",,"es","Santiago",,"1",,,"http://a0.twimg.com/profile_images/2358552310/vetton_ru_118__16__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2358552310/vetton_ru_118__16__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-14400",,,,,,,,,"2013-06-12 18:38:35"
"97859473","Alp Yavuzeser","alpyavuzeser","1","12","349","0","0","Sat Dec 19 08:52:16 +0000 2009",,"tr","Rome","islamabad","1",,,"http://a0.twimg.com/profile_images/1354415152/i_m_muslim_don_t_panic_normal.JPG",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1354415152/i_m_muslim_don_t_panic_normal.JPG","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","3600",,,,,,,,,"2013-06-12 18:38:35"
"97904722","Aries jayakonstruksi","CJayakonstruksi","232","67","673","1","0","Sat Dec 19 14:03:08 +0000 2009","http://t.co/PbI2Afy2fP","id","Hong Kong","dps,bali",,,"1","http://a0.twimg.com/profile_images/3512889017/9d4e4a2de3d59d5f2a1590d8af35531a_normal.jpeg","https://si0.twimg.com/profile_banners/97904722/1349261399","1","https://si0.twimg.com/profile_background_images/123409002/bg.jpg","000000","https://si0.twimg.com/profile_images/3512889017/9d4e4a2de3d59d5f2a1590d8af35531a_normal.jpeg","FFFFFF",,"F7DA93","http://a0.twimg.com/profile_background_images/123409002/bg.jpg","000000","CC3300","28800",,,,,,,,,"2013-06-12 18:38:35"
"99268708","kamel letoum","kamel009","1","4","847","0","0","Fri Dec 25 11:37:02 +0000 2009",,"en",,"KSA","1",,,"http://a0.twimg.com/profile_images/2638434812/913567115c7c9b93278c6c704a974b6c_normal.png","https://si0.twimg.com/profile_banners/99268708/1354272806","1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2638434812/913567115c7c9b93278c6c704a974b6c_normal.png","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"99469213","zagro santos enanos","zagro80","7","48","599","0","2","Sat Dec 26 09:47:22 +0000 2009",,"es","Madrid","sevilla",,,"1","http://a0.twimg.com/profile_images/593164494/mi_xurrina_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme4/bg.gif","3C3940","https://si0.twimg.com/profile_images/593164494/mi_xurrina_normal.jpg","5ED4DC",,"95E8EC","http://a0.twimg.com/images/themes/theme4/bg.gif","0099B9","0099B9","3600",,,,,,,,,"2013-06-12 18:38:35"
"99624861","Lucas","JulioCChagoya","456","132","581","1","1","Sun Dec 27 02:57:23 +0000 2009",,"es","Mexico City","las gaviotas","1",,"1","http://a0.twimg.com/profile_images/3144271906/cabfdb866a4223f55642e41099ef86da_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3144271906/cabfdb866a4223f55642e41099ef86da_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-21600",,,,,,,,,"2013-06-12 18:38:35"
"100219528","thaynara","Thatag15","6","8","436","5","0","Tue Dec 29 13:00:12 +0000 2009",,"en","Santiago",,,,,"http://a0.twimg.com/profile_images/1259517111/rr_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/212058548/ty.jpg","333333","https://si0.twimg.com/profile_images/1259517111/rr_normal.jpg","DBE9ED",,"E6F6F9","http://a0.twimg.com/profile_background_images/212058548/ty.jpg","DBE9ED","CC3366","-14400",,,,,,,,,"2013-06-12 18:38:26"
"100370448","Pablo Cuello","pablo_mc4","5","6","365","0","0","Wed Dec 30 01:37:38 +0000 2009",,"es","Buenos Aires",,,,,"http://a0.twimg.com/profile_images/599623370/Batman_de_compras_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme14/bg.gif","333333","https://si0.twimg.com/profile_images/599623370/Batman_de_compras_normal.jpg","EEEEEE","1","EFEFEF","http://a0.twimg.com/images/themes/theme14/bg.gif","131516","009999","-10800",,,,,,,,,"2013-06-11 17:39:44"
"101330413","Fatima Cristina ","Fah_Cristina","1183","53","546","2","13","Sat Jan 02 22:33:40 +0000 2010",,"en","Brasilia","Um lugarzinho no meio da Bahia",,,,"http://a0.twimg.com/profile_images/1238812394/5cc5b930-1448-445e-bb2c-5dde7d636a10_normal.png",NULL,"1","https://si0.twimg.com/profile_background_images/187463913/twitter.jpg","B0178C","https://si0.twimg.com/profile_images/1238812394/5cc5b930-1448-445e-bb2c-5dde7d636a10_normal.png","E30754","1","010302","http://a0.twimg.com/profile_background_images/187463913/twitter.jpg","FF6699","630EB3","-10800",,,,,,"(...) Problemas para vencer, liberdade para provar. E enquanto acreditarmos no nosso sonho, nada é por acaso.",,,"2013-06-12 18:38:35"
"101399567","Ikaros","IkarosLove","0","4","593","0","0","Sun Jan 03 04:52:19 +0000 2010",,"en","Central Time (US & Canada)",,"1",,,"http://a0.twimg.com/profile_images/2354824048/vetton_ru_1753__2__normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2354824048/vetton_ru_1753__2__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-21600",,,,,,,,,"2013-06-12 18:38:26"
"101573373","raul quilez","rul085","32","7","413","0","0","Sun Jan 03 21:09:08 +0000 2010",,"es","Madrid","alicante","1",,,"http://a0.twimg.com/profile_images/608123392/aNd3M5w6kjUqMRIrtvo1.0_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/608123392/aNd3M5w6kjUqMRIrtvo1.0_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","3600",,,,,,,,,"2013-06-12 18:38:35"
"101892747","lance taylor","paynevscastle","2","2","445","0","0","Mon Jan 04 23:29:06 +0000 2010","http://www.evilbread.blogspot.com","en",,"Westville","1",,,"http://a0.twimg.com/profile_images/1123128760/dead-rising-2_288x288_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1123128760/dead-rising-2_288x288_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Just sit around playing video games and pondering.",,,"2013-06-12 18:38:26"
"102336226","Mosenk EightSevent","EightSevent","68","2","331","0","0","Wed Jan 06 10:39:31 +0000 2010","http://t.co/wHFX3wmk","en",,"South Carolina","1",,,"http://a0.twimg.com/profile_images/3123721866/149036c3c0d7eeb7758c92cfb1f5cacf_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3123721866/149036c3c0d7eeb7758c92cfb1f5cacf_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Buy low. Sell High. Search Easy.",,,"2013-06-12 18:38:26"
"102701930","Kristin Banjany","KBanjany","17","24","599","0","1","Thu Jan 07 15:00:32 +0000 2010",,"en","Central Time (US & Canada)",,"1",,,"http://a0.twimg.com/profile_images/1142238266/fight_SMA_ribbon_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1142238266/fight_SMA_ribbon_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-21600",,,,,,,,,"2013-06-12 18:38:35"
"103159736","Benjamin H Williams","bennzenn","1","5","369","0","0","Sat Jan 09 03:01:48 +0000 2010",,"en",,,"1",,,"http://a0.twimg.com/profile_images/619326496/l_3cfc28356c184d189db223e4aba6050b_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/619326496/l_3cfc28356c184d189db223e4aba6050b_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-11 17:39:44"
"104657589","Nick Isaak","swashbuckler45","1","6","520","0","0","Thu Jan 14 00:34:33 +0000 2010",,"en",,,"1",,,"http://a0.twimg.com/profile_images/629701192/091220RB7201_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/629701192/091220RB7201_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"104850934","fadamusica","paulosuissa","3","4","520","0","0","Thu Jan 14 16:02:22 +0000 2010",,"en","Amsterdam",,,,,"http://a0.twimg.com/profile_images/632647467/AIbEiAIAAABECOuK9e3a7MiqnwEiC3ZjYXJkX3Bob3RvKihjZDY2OTgyNWE4ZjE1ZWEwMGQ5NzE5YWQxMWNhY2QyMDgxYWRjOTFmMAHpFwtI0TRCUd6Hp956BJiBSElonQ_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme8/bg.gif","333333","https://si0.twimg.com/profile_images/632647467/AIbEiAIAAABECOuK9e3a7MiqnwEiC3ZjYXJkX3Bob3RvKihjZDY2OTgyNWE4ZjE1ZWEwMGQ5NzE5YWQxMWNhY2QyMDgxYWRjOTFmMAHpFwtI0TRCUd6Hp956BJiBSElonQ_normal.jpg","D9B17E",,"EADEAA","http://a0.twimg.com/images/themes/theme8/bg.gif","8B542B","9D582E","3600",,,,,,,,,"2013-06-12 18:38:35"
"105510200","Nurul Hasnun","lovesnurull","4","7","605","0","0","Sat Jan 16 15:29:50 +0000 2010",,"en",,"Kuala Lumpur","1",,,"http://a0.twimg.com/profile_images/1427560970/60573_1444678919500_1308934745_31119116_5962562_n_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1427560970/60573_1444678919500_1308934745_31119116_5962562_n_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"105696650","katherine ballestero","ballesterok","16","39","642","0","0","Sun Jan 17 05:08:54 +0000 2010",,"en",,"Maracaibo","1",,,"http://a0.twimg.com/profile_images/2668474652/bb22b77cab3aff64e2248be72ac5b96f_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2668474652/bb22b77cab3aff64e2248be72ac5b96f_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Amable, sincera, educadora, m encanta la musica, pin:217ED03F",,,"2013-06-12 18:38:35"
"105748476","Jose Juan Iglesias","JoseJuanLP","2","7","427","0","0","Sun Jan 17 10:16:26 +0000 2010","http://www.facebook.com/#!/profile.php?id=728050660","es","London","Madrid","1",,"1","http://a0.twimg.com/profile_images/1410987607/Fin_de_a_o_2010_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1410987607/Fin_de_a_o_2010_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","0",,,,,,"Hablar de mi en primera persona no es muy fuerte pero si la cuestion es autobiografiarse,pues,soy una persona bastante peculiar aunque muy normal a la vez.",,,"2013-06-12 18:38:35"
"105790281","Emad Elden M. Ramada","emadmoh","8","16","345","0","0","Sun Jan 17 13:52:19 +0000 2010","http://www.sehostegypt.net","en","Cairo","Egypt","1",,"1","http://a0.twimg.com/profile_images/1290240533/IMG00044-20100904-2153_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1290240533/IMG00044-20100904-2153_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","7200",,,,,,,,,"2013-06-12 18:38:26"
"106193762","Thauanne Alecxander ","thauanne_cn","17","12","430","0","0","Mon Jan 18 20:02:04 +0000 2010",,"es","Brasilia",,,,,"http://a0.twimg.com/profile_images/640059992/tha__51__normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/72471710/Zwxjv2m.jpg","333333","https://si0.twimg.com/profile_images/640059992/tha__51__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/profile_background_images/72471710/Zwxjv2m.jpg","C0DEED","0084B4","-10800",,,,,,,,,"2013-06-12 18:38:26"
"106595346","claudia gonzalez","claudita_37","155","33","718","0","0","Wed Jan 20 02:07:34 +0000 2010",,"es","Santiago","padre hurtado de chile",,,,"http://a0.twimg.com/profile_images/2148551340/YO_LINDA_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/119870892/ALONSITO.jpg","3D1957","https://si0.twimg.com/profile_images/2148551340/YO_LINDA_normal.jpg","65B0DA","1","7AC3EE","http://a0.twimg.com/profile_background_images/119870892/ALONSITO.jpg","642D8B","FF0000","-14400",,,,,,,,,"2013-06-12 18:38:35"
"106622116","Barbara Beighley","barbbeighley","12","0","430","0","0","Wed Jan 20 04:03:14 +0000 2010",,"en",,,"1",,,"http://a0.twimg.com/profile_images/643071592/l_16cf4c1785e04f74a89305857c6b9f4a_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/643071592/l_16cf4c1785e04f74a89305857c6b9f4a_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:26"
"107013897","atun nianti","atunnianti","19","13","455","2","1","Thu Jan 21 09:54:58 +0000 2010",,"id","Pacific Time (US & Canada)","indonesia",,,,"http://a0.twimg.com/profile_images/1332728940/Cut3_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/342825084/armada.jpg","3D1957","https://si0.twimg.com/profile_images/1332728940/Cut3_normal.jpg","65B0DA","1","7AC3EE","http://a0.twimg.com/profile_background_images/342825084/armada.jpg","642D8B","FF0000","-28800",,,,,,"cwe yang tomboy, baek hti, setia kawan, dll",,,"2013-06-12 18:38:35"
"107914508","José Zepeda","ppzepeda","3228","1167","1621","13","25","Sun Jan 24 05:17:52 +0000 2010","http://facebook.com/zepeda.jose","es","Mexico City","México D.F.",,,"1","http://a0.twimg.com/profile_images/3167062544/fa7744e20ec9fd926bb6e8e1599bc5e3_normal.jpeg",NULL,"1","https://si0.twimg.com/profile_background_images/542356098/ppmosaico525663_2127292759755_1769027368_1093774_1117984119_n.jpg","333333","https://si0.twimg.com/profile_images/3167062544/fa7744e20ec9fd926bb6e8e1599bc5e3_normal.jpeg","C0DEED","1","DDEEF6","http://a0.twimg.com/profile_background_images/542356098/ppmosaico525663_2127292759755_1769027368_1093774_1117984119_n.jpg","C0DEED","0084B4","-21600",,,,,,"la fotografía y desarrollo de aptitudes en la comunicación, 18 años en difusión en OCESA me ha permitido participar en mas de 1,800 eventos distintos",,,"2013-06-11 17:39:44"
"108061353","João Caetano","jpncaetano","0","14","1008","0","0","Sun Jan 24 18:15:09 +0000 2010",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2357265188/vetton_ru_709__3__normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2357265188/vetton_ru_709__3__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"108133351","haryono ariiq","dheafata","27","3","575","0","0","Sun Jan 24 23:48:05 +0000 2010","http://t.co/00mbf0Pp","en",,"Illinois","1",,,"http://a0.twimg.com/profile_images/3123609159/046a4c66a71d7c32502bb48a29ea2b94_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3123609159/046a4c66a71d7c32502bb48a29ea2b94_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Dominican Republic Realtor - Casa de Campo Real Estate & Villa Rental - Caribbean Golf & Sea Resorts. CEO@DominicanLuxVillas -TRC Certified - FIABCI Member.",,,"2013-06-11 17:39:44"
"108581391","Matorah","Matorah","10","2","620","0","0","Tue Jan 26 11:36:42 +0000 2010","http://t.co/4F4zeDEd","en",,"Tennessee","1",,,"http://a0.twimg.com/profile_images/3123702804/599f2d978127619cb8a36ccabb17eedc_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3123702804/599f2d978127619cb8a36ccabb17eedc_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Surfing on the net and make some money online.",,,"2013-06-12 18:38:35"
"109066883","karina blandon","kriblandon","0","2","449","0","0","Wed Jan 27 21:46:07 +0000 2010",,"es",,,,,,"http://a0.twimg.com/profile_images/1278430317/47623_182508915096896_100000133653527_753420_7203863_n_normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme11/bg.gif","362720","https://twimg0-a.akamaihd.net/profile_images/1278430317/47623_182508915096896_100000133653527_753420_7203863_n_normal.jpg","CC3366","1","E5507E","http://a0.twimg.com/images/themes/theme11/bg.gif","FF6699","B40B43",,,,,,,,,,"2013-06-12 18:38:35"
"109075883","ayllin ruby l","aillynruby","48","9","393","0","0","Wed Jan 27 22:21:54 +0000 2010",,"en",," sinaloa","1",,"1","http://a0.twimg.com/profile_images/1792250529/202895_1837861880_1604387_n_1__normal.jpg","https://si0.twimg.com/profile_banners/109075883/1351145645","1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1792250529/202895_1837861880_1604387_n_1__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"109553706","yaro jackson","purisar","635","31","451","30","2","Fri Jan 29 13:03:23 +0000 2010","http://www.formspring.me/purisar","en","Kyiv","kiev",,,"1","http://a0.twimg.com/profile_images/1718831689/image_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/864031340/f8eb574a620d3708f9d18a865df8f358.jpeg","222222","https://si0.twimg.com/profile_images/1718831689/image_normal.jpg","FFFFFF",,"FFFFFF","http://a0.twimg.com/profile_background_images/864031340/f8eb574a620d3708f9d18a865df8f358.jpeg","EAD100","999999","10800",,,,,,,,,"2013-06-12 18:38:35"
"110120789","Shri Kant Kanaujia","kanaujiask","675","18","519","653","0","Sun Jan 31 12:08:41 +0000 2010",,"en","New Delhi","lucknow","1","1",,"http://a0.twimg.com/sticky/default_profile_images/default_profile_2_normal.png",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/sticky/default_profile_images/default_profile_2_normal.png","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","19800",,,,,,,,,"2013-06-12 18:38:26"
"110875970","Andreina  ","Andreina2510","116","174","723","3","1","Wed Feb 03 02:04:06 +0000 2010",,"es","Caracas","ÜT: 10.66603,-71.611982",,,,"http://a0.twimg.com/profile_images/2720178170/6dc749cbe1fc84473fefac5a3d462835_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","3D1957","https://si0.twimg.com/profile_images/2720178170/6dc749cbe1fc84473fefac5a3d462835_normal.jpeg","65B0DA","1","7AC3EE","http://a0.twimg.com/images/themes/theme1/bg.png","642D8B","572323","-16200",,,,,,,,,"2013-06-11 17:39:44"
"110962110","رح ــال","r7ehl","0","6","506","0","0","Wed Feb 03 10:39:33 +0000 2010",,"en","Riyadh",,"1",,,"http://a0.twimg.com/profile_images/673082735/1r17el_normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/673082735/1r17el_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","10800",,,,,,,,,"2013-06-12 18:38:35"
"111198123","Alvin Sher","sher_al","1","9","368","0","0","Thu Feb 04 03:23:22 +0000 2010",,"en","Central Time (US & Canada)","St. Louis","1",,,"http://a0.twimg.com/profile_images/674681888/Sher_al_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/674681888/Sher_al_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-21600",,,,,,,,,"2013-06-12 18:38:35"
"112131340","adnan ahmed","adnanehmed","7","4","608","0","0","Sun Feb 07 10:28:01 +0000 2010",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2841503065/e07507c4387a459e74a0ffca39ca39a7_normal.png",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2841503065/e07507c4387a459e74a0ffca39ca39a7_normal.png","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"112188483","Utku Öztürk","_varamaevde_","84","11","481","0","0","Sun Feb 07 15:12:32 +0000 2010",,"en","Quito",,,,"1","http://a0.twimg.com/profile_images/849796557/25477_386210769582_778779582_3679429_1637769_n_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/142127999/Night_City.jpg","333333","https://si0.twimg.com/profile_images/849796557/25477_386210769582_778779582_3679429_1637769_n_normal.jpg","5C115C","1","4E39ED","http://a0.twimg.com/profile_background_images/142127999/Night_City.jpg","131516","009999","-18000",,,,,,,,,"2013-06-11 17:39:44"
"112200531","Elodie","Nine30200","10","6","335","3","0","Sun Feb 07 16:06:47 +0000 2010",,"fr","Amsterdam","Pont Saint Esprit ",,,,"http://a0.twimg.com/profile_images/3371394875/19f6d98c73839c588079916b3500a739_normal.jpeg","https://si0.twimg.com/profile_banners/112200531/1363106217","1","https://si0.twimg.com/profile_background_images/463805337/cadran-macaron.jpg","333333","https://si0.twimg.com/profile_images/3371394875/19f6d98c73839c588079916b3500a739_normal.jpeg","C0DEED","1","DDEEF6","http://a0.twimg.com/profile_background_images/463805337/cadran-macaron.jpg","C0DEED","0084B4","3600",,,,,,,,,"2013-06-11 17:39:44"
"112540516","Zack Petty","ZackCHS","134","24","626","0","0","Mon Feb 08 21:43:41 +0000 2010",,"en","Quito",,"1",,,"http://a0.twimg.com/profile_images/2354572554/vetton_ru_155__2__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2354572554/vetton_ru_155__2__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-18000",,,,,,,,,"2013-06-12 18:38:35"
"113856083","Razelle Lladones","elle_bRAtZ","45","9","466","1","0","Sat Feb 13 07:49:01 +0000 2010",,"en","Hong Kong","Fashion","1",,,"http://a0.twimg.com/profile_images/692964067/s2_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/692964067/s2_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","28800",,,,,,,,,"2013-06-11 17:39:44"
"113971880","Katyane Nascimento","katyane_","390","57","285","3","4","Sat Feb 13 17:11:26 +0000 2010",,"en","Greenland","Brasilia-DF",,,,"http://a0.twimg.com/profile_images/1209556016/OgAAAChmYEL7A2kVCkw-BjwzDBD__sBqXvHeLkoOqvKYKOK3v45JuDkZECvZnJXpE9Nel-8y5I_yUfWy1EVZyP2MqSMAm1T1UBMFlikeVy1by5dlAgV2NZqcpD3I_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/171307753/OQAAACLbKJQ0nOQ-2r0QRa7byhoMCHAvzYZMMPumLjXE4ySuPBICdz_5Og_jUCOzlyC3i-QN3AKQyBYaTB2c9QndKRAAm1T1UDkI9RWJlare6zfoVFdddWrBjV8L.jpg","383638","https://si0.twimg.com/profile_images/1209556016/OgAAAChmYEL7A2kVCkw-BjwzDBD__sBqXvHeLkoOqvKYKOK3v45JuDkZECvZnJXpE9Nel-8y5I_yUfWy1EVZyP2MqSMAm1T1UBMFlikeVy1by5dlAgV2NZqcpD3I_normal.jpg","000305","1","FFFFFF","http://a0.twimg.com/profile_background_images/171307753/OQAAACLbKJQ0nOQ-2r0QRa7byhoMCHAvzYZMMPumLjXE4ySuPBICdz_5Og_jUCOzlyC3i-QN3AKQyBYaTB2c9QndKRAAm1T1UDkI9RWJlare6zfoVFdddWrBjV8L.jpg","C0DEED","000000","-10800",,,,,,,,,"2013-06-12 18:38:26"
"114099935","AIQAA","itsaiqaa","0","3","597","0","0","Sun Feb 14 04:09:26 +0000 2010",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2354594460/vetton_ru_264__3__normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2354594460/vetton_ru_264__3__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"115443974","Marciao","marciao191078","10","10","425","0","0","Thu Feb 18 17:38:29 +0000 2010",,"en",,,,,,"http://a0.twimg.com/profile_images/1096403528/OgAAAJsFt5_7FxyzWNd750ZdyCIPzIJcazlEUX1bHL3qzNIAK5otaczZWu16KGZZaBA10J5pYCeD7ky5tli2ARsOLyAAm1T1UHB3lQGdb4ICOchPZaYRH6hx3Yhv_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/131480531/OgAAAJsFt5_7FxyzWNd750ZdyCIPzIJcazlEUX1bHL3qzNIAK5otaczZWu16KGZZaBA10J5pYCeD7ky5tli2ARsOLyAAm1T1UHB3lQGdb4ICOchPZaYRH6hx3Yhv.jpg","333333","https://si0.twimg.com/profile_images/1096403528/OgAAAJsFt5_7FxyzWNd750ZdyCIPzIJcazlEUX1bHL3qzNIAK5otaczZWu16KGZZaBA10J5pYCeD7ky5tli2ARsOLyAAm1T1UHB3lQGdb4ICOchPZaYRH6hx3Yhv_normal.jpg","C0DEED","1","DDEEF6","http://a0.twimg.com/profile_background_images/131480531/OgAAAJsFt5_7FxyzWNd750ZdyCIPzIJcazlEUX1bHL3qzNIAK5otaczZWu16KGZZaBA10J5pYCeD7ky5tli2ARsOLyAAm1T1UHB3lQGdb4ICOchPZaYRH6hx3Yhv.jpg","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
